zona;partido;nome;votos;soma de votos na zona;votos_total
31;PDT;DUDA SALABERT;24.0;7378.0;89159.0
31;MDB;GABRIEL;20.0;8802.0;89159.0
31;PODE;CARLOS VIANA;5.0;721.0;89159.0
31;#NULO#;Nulo;23.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;74.0;12121.0;89159.0
31;PSD;FUAD NOMAN;74.0;18757.0;89159.0
31;#BRANCO#;Branco;20.0;4232.0;89159.0
31;#NULO#;Nulo;19.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;62.0;12121.0;89159.0
31;PL;BRUNO ENGLER;90.0;29261.0;89159.0
31;PT;ROGERIO CORREIA;8.0;3391.0;89159.0
31;PDT;DUDA SALABERT;18.0;7378.0;89159.0
31;PSD;FUAD NOMAN;71.0;18757.0;89159.0
31;MDB;GABRIEL;27.0;8802.0;89159.0
31;PODE;CARLOS VIANA;1.0;721.0;89159.0
31;#BRANCO#;Branco;21.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;87.0;12121.0;89159.0
31;PDT;DUDA SALABERT;14.0;7378.0;89159.0
31;PL;BRUNO ENGLER;91.0;29261.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;#NULO#;Nulo;16.0;4225.0;89159.0
31;PSD;FUAD NOMAN;77.0;18757.0;89159.0
31;MDB;GABRIEL;22.0;8802.0;89159.0
31;PT;ROGERIO CORREIA;8.0;3391.0;89159.0
31;#BRANCO#;Branco;29.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;70.0;12121.0;89159.0
31;PDT;DUDA SALABERT;23.0;7378.0;89159.0
31;PL;BRUNO ENGLER;102.0;29261.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;#NULO#;Nulo;21.0;4225.0;89159.0
31;PSD;FUAD NOMAN;57.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;7.0;3391.0;89159.0
31;MDB;GABRIEL;14.0;8802.0;89159.0
31;#BRANCO#;Branco;22.0;4232.0;89159.0
31;PL;BRUNO ENGLER;107.0;29261.0;89159.0
31;PDT;DUDA SALABERT;33.0;7378.0;89159.0
31;PT;ROGERIO CORREIA;9.0;3391.0;89159.0
31;UP;INDIRA XAVIER;2.0;202.0;89159.0
31;#NULO#;Nulo;15.0;4225.0;89159.0
31;PSD;FUAD NOMAN;47.0;18757.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;68.0;12121.0;89159.0
31;MDB;GABRIEL;29.0;8802.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;#BRANCO#;Branco;26.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;63.0;12121.0;89159.0
31;PSD;FUAD NOMAN;67.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;6.0;3391.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PL;BRUNO ENGLER;80.0;29261.0;89159.0
31;MDB;GABRIEL;22.0;8802.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;PDT;DUDA SALABERT;24.0;7378.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;#BRANCO#;Branco;18.0;4232.0;89159.0
31;#NULO#;Nulo;20.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;76.0;12121.0;89159.0
31;PSTU;WANDERSON ROCHA;1.0;48.0;89159.0
31;PL;BRUNO ENGLER;91.0;29261.0;89159.0
31;PODE;CARLOS VIANA;6.0;721.0;89159.0
31;PDT;DUDA SALABERT;11.0;7378.0;89159.0
31;PT;ROGERIO CORREIA;9.0;3391.0;89159.0
31;MDB;GABRIEL;23.0;8802.0;89159.0
31;PSD;FUAD NOMAN;64.0;18757.0;89159.0
31;#BRANCO#;Branco;32.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;69.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;14.0;3391.0;89159.0
31;PL;BRUNO ENGLER;81.0;29261.0;89159.0
31;PSD;FUAD NOMAN;67.0;18757.0;89159.0
31;PDT;DUDA SALABERT;18.0;7378.0;89159.0
31;MDB;GABRIEL;14.0;8802.0;89159.0
31;#NULO#;Nulo;20.0;4225.0;89159.0
31;PODE;CARLOS VIANA;2.0;721.0;89159.0
31;#BRANCO#;Branco;25.0;4232.0;89159.0
31;#NULO#;Nulo;23.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;69.0;12121.0;89159.0
31;PL;BRUNO ENGLER;91.0;29261.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;PDT;DUDA SALABERT;18.0;7378.0;89159.0
31;PT;ROGERIO CORREIA;17.0;3391.0;89159.0
31;MDB;GABRIEL;20.0;8802.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PSD;FUAD NOMAN;84.0;18757.0;89159.0
31;#BRANCO#;Branco;23.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;67.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;20.0;3391.0;89159.0
31;PSD;FUAD NOMAN;85.0;18757.0;89159.0
31;PDT;DUDA SALABERT;14.0;7378.0;89159.0
31;MDB;GABRIEL;22.0;8802.0;89159.0
31;#NULO#;Nulo;15.0;4225.0;89159.0
31;PL;BRUNO ENGLER;95.0;29261.0;89159.0
31;PODE;CARLOS VIANA;6.0;721.0;89159.0
31;#BRANCO#;Branco;30.0;4232.0;89159.0
31;#NULO#;Nulo;25.0;4225.0;89159.0
31;PT;ROGERIO CORREIA;14.0;3391.0;89159.0
31;PDT;DUDA SALABERT;20.0;7378.0;89159.0
31;MDB;GABRIEL;24.0;8802.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;71.0;12121.0;89159.0
31;PL;BRUNO ENGLER;84.0;29261.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PSD;FUAD NOMAN;70.0;18757.0;89159.0
31;#BRANCO#;Branco;20.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;71.0;12121.0;89159.0
31;PL;BRUNO ENGLER;77.0;29261.0;89159.0
31;PT;ROGERIO CORREIA;12.0;3391.0;89159.0
31;UP;INDIRA XAVIER;2.0;202.0;89159.0
31;PDT;DUDA SALABERT;12.0;7378.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;PSD;FUAD NOMAN;91.0;18757.0;89159.0
31;#NULO#;Nulo;27.0;4225.0;89159.0
31;MDB;GABRIEL;19.0;8802.0;89159.0
31;#BRANCO#;Branco;15.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;66.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;12.0;3391.0;89159.0
31;PSD;FUAD NOMAN;75.0;18757.0;89159.0
31;PDT;DUDA SALABERT;24.0;7378.0;89159.0
31;MDB;GABRIEL;33.0;8802.0;89159.0
31;#NULO#;Nulo;27.0;4225.0;89159.0
31;PL;BRUNO ENGLER;102.0;29261.0;89159.0
31;PODE;CARLOS VIANA;2.0;721.0;89159.0
31;#BRANCO#;Branco;26.0;4232.0;89159.0
31;#NULO#;Nulo;24.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;63.0;12121.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;PT;ROGERIO CORREIA;9.0;3391.0;89159.0
31;PL;BRUNO ENGLER;118.0;29261.0;89159.0
31;PDT;DUDA SALABERT;13.0;7378.0;89159.0
31;MDB;GABRIEL;16.0;8802.0;89159.0
31;PSD;FUAD NOMAN;73.0;18757.0;89159.0
31;#BRANCO#;Branco;26.0;4232.0;89159.0
31;PSTU;WANDERSON ROCHA;1.0;48.0;89159.0
31;PT;ROGERIO CORREIA;11.0;3391.0;89159.0
31;PL;BRUNO ENGLER;85.0;29261.0;89159.0
31;MDB;GABRIEL;25.0;8802.0;89159.0
31;PODE;CARLOS VIANA;2.0;721.0;89159.0
31;PDT;DUDA SALABERT;13.0;7378.0;89159.0
31;#NULO#;Nulo;21.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;89.0;12121.0;89159.0
31;PSD;FUAD NOMAN;75.0;18757.0;89159.0
31;#BRANCO#;Branco;21.0;4232.0;89159.0
31;#NULO#;Nulo;24.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;77.0;12121.0;89159.0
31;PDT;DUDA SALABERT;15.0;7378.0;89159.0
31;PT;ROGERIO CORREIA;4.0;3391.0;89159.0
31;PL;BRUNO ENGLER;95.0;29261.0;89159.0
31;MDB;GABRIEL;26.0;8802.0;89159.0
31;PODE;CARLOS VIANA;2.0;721.0;89159.0
31;PSD;FUAD NOMAN;76.0;18757.0;89159.0
31;#BRANCO#;Branco;19.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;77.0;12121.0;89159.0
31;PL;BRUNO ENGLER;111.0;29261.0;89159.0
31;PT;ROGERIO CORREIA;15.0;3391.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;#NULO#;Nulo;25.0;4225.0;89159.0
31;PODE;CARLOS VIANA;6.0;721.0;89159.0
31;PDT;DUDA SALABERT;13.0;7378.0;89159.0
31;MDB;GABRIEL;24.0;8802.0;89159.0
31;PSD;FUAD NOMAN;86.0;18757.0;89159.0
31;#BRANCO#;Branco;18.0;4232.0;89159.0
31;#NULO#;Nulo;23.0;4225.0;89159.0
31;PT;ROGERIO CORREIA;13.0;3391.0;89159.0
31;PDT;DUDA SALABERT;17.0;7378.0;89159.0
31;MDB;GABRIEL;18.0;8802.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;96.0;12121.0;89159.0
31;PL;BRUNO ENGLER;83.0;29261.0;89159.0
31;PODE;CARLOS VIANA;1.0;721.0;89159.0
31;PSD;FUAD NOMAN;70.0;18757.0;89159.0
31;#BRANCO#;Branco;30.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;68.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;9.0;3391.0;89159.0
31;PL;BRUNO ENGLER;92.0;29261.0;89159.0
31;UP;INDIRA XAVIER;2.0;202.0;89159.0
31;PDT;DUDA SALABERT;17.0;7378.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;PSD;FUAD NOMAN;62.0;18757.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;MDB;GABRIEL;31.0;8802.0;89159.0
31;#BRANCO#;Branco;14.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;71.0;12121.0;89159.0
31;PL;BRUNO ENGLER;76.0;29261.0;89159.0
31;PT;ROGERIO CORREIA;7.0;3391.0;89159.0
31;PDT;DUDA SALABERT;17.0;7378.0;89159.0
31;PODE;CARLOS VIANA;7.0;721.0;89159.0
31;PSD;FUAD NOMAN;45.0;18757.0;89159.0
31;#NULO#;Nulo;14.0;4225.0;89159.0
31;PSTU;WANDERSON ROCHA;1.0;48.0;89159.0
31;PCO;LOURDES FRANCISCO;1.0;21.0;89159.0
31;MDB;GABRIEL;17.0;8802.0;89159.0
31;#BRANCO#;Branco;19.0;4232.0;89159.0
31;#NULO#;Nulo;27.0;4225.0;89159.0
31;PT;ROGERIO CORREIA;10.0;3391.0;89159.0
31;PDT;DUDA SALABERT;17.0;7378.0;89159.0
31;MDB;GABRIEL;26.0;8802.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;77.0;12121.0;89159.0
31;PL;BRUNO ENGLER;107.0;29261.0;89159.0
31;PSD;FUAD NOMAN;68.0;18757.0;89159.0
31;#BRANCO#;Branco;25.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;81.0;12121.0;89159.0
31;PSD;FUAD NOMAN;70.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;9.0;3391.0;89159.0
31;PL;BRUNO ENGLER;87.0;29261.0;89159.0
31;MDB;GABRIEL;30.0;8802.0;89159.0
31;#NULO#;Nulo;12.0;4225.0;89159.0
31;PDT;DUDA SALABERT;19.0;7378.0;89159.0
31;PODE;CARLOS VIANA;1.0;721.0;89159.0
31;#BRANCO#;Branco;24.0;4232.0;89159.0
31;PL;BRUNO ENGLER;65.0;29261.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;42.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;8.0;3391.0;89159.0
31;PDT;DUDA SALABERT;24.0;7378.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;PSD;FUAD NOMAN;67.0;18757.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;MDB;GABRIEL;16.0;8802.0;89159.0
31;#BRANCO#;Branco;19.0;4232.0;89159.0
31;PL;BRUNO ENGLER;75.0;29261.0;89159.0
31;PDT;DUDA SALABERT;12.0;7378.0;89159.0
31;PT;ROGERIO CORREIA;16.0;3391.0;89159.0
31;PSD;FUAD NOMAN;73.0;18757.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;86.0;12121.0;89159.0
31;PODE;CARLOS VIANA;6.0;721.0;89159.0
31;MDB;GABRIEL;22.0;8802.0;89159.0
31;#BRANCO#;Branco;16.0;4232.0;89159.0
31;#NULO#;Nulo;15.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;71.0;12121.0;89159.0
31;PL;BRUNO ENGLER;101.0;29261.0;89159.0
31;PODE;CARLOS VIANA;5.0;721.0;89159.0
31;PT;ROGERIO CORREIA;17.0;3391.0;89159.0
31;PSD;FUAD NOMAN;92.0;18757.0;89159.0
31;PDT;DUDA SALABERT;15.0;7378.0;89159.0
31;MDB;GABRIEL;20.0;8802.0;89159.0
31;#BRANCO#;Branco;18.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;62.0;12121.0;89159.0
31;PDT;DUDA SALABERT;13.0;7378.0;89159.0
31;PL;BRUNO ENGLER;78.0;29261.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;#NULO#;Nulo;20.0;4225.0;89159.0
31;PSD;FUAD NOMAN;89.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;18.0;3391.0;89159.0
31;MDB;GABRIEL;26.0;8802.0;89159.0
31;#BRANCO#;Branco;16.0;4232.0;89159.0
31;PCO;LOURDES FRANCISCO;1.0;21.0;89159.0
31;PL;BRUNO ENGLER;91.0;29261.0;89159.0
31;PODE;CARLOS VIANA;2.0;721.0;89159.0
31;PDT;DUDA SALABERT;17.0;7378.0;89159.0
31;#NULO#;Nulo;16.0;4225.0;89159.0
31;MDB;GABRIEL;26.0;8802.0;89159.0
31;PT;ROGERIO CORREIA;13.0;3391.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;60.0;12121.0;89159.0
31;PSD;FUAD NOMAN;90.0;18757.0;89159.0
31;#BRANCO#;Branco;17.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;77.0;12121.0;89159.0
31;PDT;DUDA SALABERT;10.0;7378.0;89159.0
31;PODE;CARLOS VIANA;2.0;721.0;89159.0
31;#NULO#;Nulo;22.0;4225.0;89159.0
31;PL;BRUNO ENGLER;96.0;29261.0;89159.0
31;PSD;FUAD NOMAN;79.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;15.0;3391.0;89159.0
31;MDB;GABRIEL;20.0;8802.0;89159.0
31;#BRANCO#;Branco;23.0;4232.0;89159.0
31;#NULO#;Nulo;13.0;4225.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;67.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;11.0;3391.0;89159.0
31;MDB;GABRIEL;21.0;8802.0;89159.0
31;PDT;DUDA SALABERT;10.0;7378.0;89159.0
31;PL;BRUNO ENGLER;87.0;29261.0;89159.0
31;PSD;FUAD NOMAN;90.0;18757.0;89159.0
31;#BRANCO#;Branco;21.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;74.0;12121.0;89159.0
31;PL;BRUNO ENGLER;90.0;29261.0;89159.0
31;PDT;DUDA SALABERT;13.0;7378.0;89159.0
31;PT;ROGERIO CORREIA;23.0;3391.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;MDB;GABRIEL;23.0;8802.0;89159.0
31;PSD;FUAD NOMAN;80.0;18757.0;89159.0
31;#BRANCO#;Branco;23.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;69.0;12121.0;89159.0
31;PDT;DUDA SALABERT;22.0;7378.0;89159.0
31;PL;BRUNO ENGLER;78.0;29261.0;89159.0
31;PODE;CARLOS VIANA;5.0;721.0;89159.0
31;#NULO#;Nulo;22.0;4225.0;89159.0
31;PSD;FUAD NOMAN;62.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;10.0;3391.0;89159.0
31;MDB;GABRIEL;12.0;8802.0;89159.0
31;#BRANCO#;Branco;28.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;66.0;12121.0;89159.0
31;PSD;FUAD NOMAN;65.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;10.0;3391.0;89159.0
31;PL;BRUNO ENGLER;74.0;29261.0;89159.0
31;MDB;GABRIEL;27.0;8802.0;89159.0
31;#NULO#;Nulo;16.0;4225.0;89159.0
31;PDT;DUDA SALABERT;16.0;7378.0;89159.0
31;PODE;CARLOS VIANA;2.0;721.0;89159.0
31;#BRANCO#;Branco;17.0;4232.0;89159.0
31;#NULO#;Nulo;25.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;69.0;12121.0;89159.0
31;PL;BRUNO ENGLER;75.0;29261.0;89159.0
31;PODE;CARLOS VIANA;7.0;721.0;89159.0
31;PT;ROGERIO CORREIA;14.0;3391.0;89159.0
31;PSD;FUAD NOMAN;72.0;18757.0;89159.0
31;PDT;DUDA SALABERT;27.0;7378.0;89159.0
31;MDB;GABRIEL;20.0;8802.0;89159.0
31;#BRANCO#;Branco;17.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;60.0;12121.0;89159.0
31;PSD;FUAD NOMAN;83.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;19.0;3391.0;89159.0
31;PL;BRUNO ENGLER;92.0;29261.0;89159.0
31;MDB;GABRIEL;15.0;8802.0;89159.0
31;#NULO#;Nulo;19.0;4225.0;89159.0
31;PDT;DUDA SALABERT;13.0;7378.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;#BRANCO#;Branco;21.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;65.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;11.0;3391.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PSD;FUAD NOMAN;87.0;18757.0;89159.0
31;PDT;DUDA SALABERT;14.0;7378.0;89159.0
31;MDB;GABRIEL;17.0;8802.0;89159.0
31;#NULO#;Nulo;12.0;4225.0;89159.0
31;PL;BRUNO ENGLER;84.0;29261.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;#BRANCO#;Branco;19.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;59.0;12121.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PL;BRUNO ENGLER;82.0;29261.0;89159.0
31;PODE;CARLOS VIANA;2.0;721.0;89159.0
31;PDT;DUDA SALABERT;21.0;7378.0;89159.0
31;PSD;FUAD NOMAN;77.0;18757.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;PT;ROGERIO CORREIA;9.0;3391.0;89159.0
31;MDB;GABRIEL;25.0;8802.0;89159.0
31;#BRANCO#;Branco;16.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;70.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;11.0;3391.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PSD;FUAD NOMAN;77.0;18757.0;89159.0
31;PDT;DUDA SALABERT;21.0;7378.0;89159.0
31;MDB;GABRIEL;18.0;8802.0;89159.0
31;#NULO#;Nulo;15.0;4225.0;89159.0
31;PL;BRUNO ENGLER;82.0;29261.0;89159.0
31;PODE;CARLOS VIANA;1.0;721.0;89159.0
31;#BRANCO#;Branco;14.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;65.0;12121.0;89159.0
31;PL;BRUNO ENGLER;92.0;29261.0;89159.0
31;PT;ROGERIO CORREIA;12.0;3391.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PDT;DUDA SALABERT;16.0;7378.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;PSD;FUAD NOMAN;79.0;18757.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;MDB;GABRIEL;20.0;8802.0;89159.0
31;#BRANCO#;Branco;26.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;57.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;13.0;3391.0;89159.0
31;PL;BRUNO ENGLER;81.0;29261.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PSD;FUAD NOMAN;98.0;18757.0;89159.0
31;PDT;DUDA SALABERT;15.0;7378.0;89159.0
31;MDB;GABRIEL;21.0;8802.0;89159.0
31;#NULO#;Nulo;19.0;4225.0;89159.0
31;PSTU;WANDERSON ROCHA;2.0;48.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;#BRANCO#;Branco;10.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;61.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;15.0;3391.0;89159.0
31;PL;BRUNO ENGLER;116.0;29261.0;89159.0
31;PDT;DUDA SALABERT;16.0;7378.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;PSD;FUAD NOMAN;86.0;18757.0;89159.0
31;#NULO#;Nulo;19.0;4225.0;89159.0
31;PSTU;WANDERSON ROCHA;2.0;48.0;89159.0
31;PCO;LOURDES FRANCISCO;1.0;21.0;89159.0
31;MDB;GABRIEL;25.0;8802.0;89159.0
31;#BRANCO#;Branco;14.0;4232.0;89159.0
31;#NULO#;Nulo;11.0;4225.0;89159.0
31;PT;ROGERIO CORREIA;19.0;3391.0;89159.0
31;PL;BRUNO ENGLER;121.0;29261.0;89159.0
31;PDT;DUDA SALABERT;14.0;7378.0;89159.0
31;MDB;GABRIEL;23.0;8802.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;50.0;12121.0;89159.0
31;PSD;FUAD NOMAN;94.0;18757.0;89159.0
31;#BRANCO#;Branco;17.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;59.0;12121.0;89159.0
31;PL;BRUNO ENGLER;107.0;29261.0;89159.0
31;PODE;CARLOS VIANA;1.0;721.0;89159.0
31;PDT;DUDA SALABERT;19.0;7378.0;89159.0
31;#NULO#;Nulo;14.0;4225.0;89159.0
31;PT;ROGERIO CORREIA;15.0;3391.0;89159.0
31;MDB;GABRIEL;18.0;8802.0;89159.0
31;PSD;FUAD NOMAN;88.0;18757.0;89159.0
31;#BRANCO#;Branco;19.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;52.0;12121.0;89159.0
31;PL;BRUNO ENGLER;99.0;29261.0;89159.0
31;PDT;DUDA SALABERT;16.0;7378.0;89159.0
31;PT;ROGERIO CORREIA;8.0;3391.0;89159.0
31;MDB;GABRIEL;28.0;8802.0;89159.0
31;PODE;CARLOS VIANA;1.0;721.0;89159.0
31;#NULO#;Nulo;22.0;4225.0;89159.0
31;PSTU;WANDERSON ROCHA;1.0;48.0;89159.0
31;PSD;FUAD NOMAN;94.0;18757.0;89159.0
31;#BRANCO#;Branco;19.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;61.0;12121.0;89159.0
31;PT;ROGERIO CORREIA;23.0;3391.0;89159.0
31;PL;BRUNO ENGLER;93.0;29261.0;89159.0
31;PDT;DUDA SALABERT;19.0;7378.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;PSD;FUAD NOMAN;91.0;18757.0;89159.0
31;#NULO#;Nulo;12.0;4225.0;89159.0
31;MDB;GABRIEL;19.0;8802.0;89159.0
31;#BRANCO#;Branco;21.0;4232.0;89159.0
31;PL;BRUNO ENGLER;75.0;29261.0;89159.0
31;PT;ROGERIO CORREIA;14.0;3391.0;89159.0
31;PSTU;WANDERSON ROCHA;1.0;48.0;89159.0
31;PDT;DUDA SALABERT;23.0;7378.0;89159.0
31;#NULO#;Nulo;15.0;4225.0;89159.0
31;PSD;FUAD NOMAN;88.0;18757.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;53.0;12121.0;89159.0
31;MDB;GABRIEL;22.0;8802.0;89159.0
31;PODE;CARLOS VIANA;7.0;721.0;89159.0
31;#BRANCO#;Branco;13.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;54.0;12121.0;89159.0
31;PSD;FUAD NOMAN;119.0;18757.0;89159.0
31;PT;ROGERIO CORREIA;14.0;3391.0;89159.0
31;UP;INDIRA XAVIER;1.0;202.0;89159.0
31;PL;BRUNO ENGLER;65.0;29261.0;89159.0
31;MDB;GABRIEL;17.0;8802.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;PDT;DUDA SALABERT;18.0;7378.0;89159.0
31;PODE;CARLOS VIANA;10.0;721.0;89159.0
31;#BRANCO#;Branco;19.0;4232.0;89159.0
31;#NULO#;Nulo;11.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;52.0;12121.0;89159.0
31;PODE;CARLOS VIANA;4.0;721.0;89159.0
31;PT;ROGERIO CORREIA;20.0;3391.0;89159.0
31;PL;BRUNO ENGLER;85.0;29261.0;89159.0
31;PDT;DUDA SALABERT;8.0;7378.0;89159.0
31;MDB;GABRIEL;18.0;8802.0;89159.0
31;PSTU;WANDERSON ROCHA;1.0;48.0;89159.0
31;PSD;FUAD NOMAN;82.0;18757.0;89159.0
31;#BRANCO#;Branco;10.0;4232.0;89159.0
31;#NULO#;Nulo;23.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;58.0;12121.0;89159.0
31;PODE;CARLOS VIANA;3.0;721.0;89159.0
31;PT;ROGERIO CORREIA;17.0;3391.0;89159.0
31;PL;BRUNO ENGLER;96.0;29261.0;89159.0
31;PDT;DUDA SALABERT;23.0;7378.0;89159.0
31;MDB;GABRIEL;15.0;8802.0;89159.0
31;PSD;FUAD NOMAN;79.0;18757.0;89159.0
31;#BRANCO#;Branco;14.0;4232.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;52.0;12121.0;89159.0
31;PL;BRUNO ENGLER;83.0;29261.0;89159.0
31;PDT;DUDA SALABERT;14.0;7378.0;89159.0
31;PT;ROGERIO CORREIA;10.0;3391.0;89159.0
31;PODE;CARLOS VIANA;5.0;721.0;89159.0
31;#NULO#;Nulo;21.0;4225.0;89159.0
31;MDB;GABRIEL;23.0;8802.0;89159.0
31;PSD;FUAD NOMAN;45.0;18757.0;89159.0
31;#BRANCO#;Branco;17.0;4232.0;89159.0
31;#NULO#;Nulo;18.0;4225.0;89159.0
31;REPUBLICANOS;MAURO TRAMONTE;64.0;12121.0;89159.0
31;PL;BRUNO ENGLER;70.0;29261.0;89159.0
